trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.1, 'e': 0.025476469946681016}",30,9,33.87264783976948,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.1, 'e': 0.025222974835227212}",25,15,18.268078385147735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.1, 'e': 0.024972002042276155}",30,12,24.4980893516743,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.024723526470339388}",20,16,7.438516559673933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.1, 'e': 0.02447752327165267}",20,6,23.060512727583315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.024233967845691113}",20,12,17.697299791272645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.023992835836709175}",20,12,15.71741074751458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.1, 'e': 0.023754103131304997}",20,16,8.705765365728121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.1, 'e': 0.023517745856009107}",25,10,23.357678228028764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.1, 'e': 0.023283740374897}",30,10,9.844416129814904,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.1, 'e': 0.02305206328722557}",25,0,23.795737415645526,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.1, 'e': 0.02282269142509297}",25,15,16.19031266648252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.022595601851121864}",30,0,-45.20338667714896,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
381,False,"{'a': 0.1, 'e': 0.02237077185616559}",25,11,17.832125856718374,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.022148178957037315}",30,3,45.379094261958585,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.02192780089426161}",25,16,13.854768378827163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.1, 'e': 0.02170961562984857}",30,12,28.515923451471377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.1, 'e': 0.021493601345089923}",30,0,41.95555379489996,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.1, 'e': 0.02127973643837717}",30,21,17.018580407914424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.1, 'e': 0.021067999523041434}",30,0,50.91896269804092,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.1, 'e': 0.020858369425214716}",30,15,30.218961807670027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.1, 'e': 0.020650825181712566}",20,14,10.727827907096287,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.020445346037937653}",30,18,25.13109094185917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.02024191144580439}",20,7,23.112254482397706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.020040501061684014}",20,2,27.07181560955626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.019841094744370288}",20,8,20.69641192102608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.019643672553065292}",20,10,18.691342875620666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.01944821474538539}",25,5,31.269763013276368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.01925470177538692}",25,18,13.487712338923457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.019063114291611637}",20,1,24.65562443375914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.018873433135151486}",20,12,13.86687671464727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.1, 'e': 0.018685639337732773}",30,10,29.808454155573788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.1, 'e': 0.018499714119819242}",20,0,19.95067630602236,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
401,False,"{'a': 0.1, 'e': 0.01831563888873418}",20,0,28.84152090781243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.1, 'e': 0.018133395236801075}",35,0,50.434893644322074,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 0.1, 'e': 0.01795296493950285}",20,11,17.896406309392372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.1, 'e': 0.01777432995365944}",25,11,25.290822902888205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.017597472415623393}",30,17,21.428464715746028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.017422374639493515}",30,21,15.979345223574855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.017249019115346265}",30,20,19.841882541072675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.017077388507484793}",25,5,32.65787462456946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.1, 'e': 0.01690746565270528}",20,9,-32.26690404053961,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.1, 'e': 0.016739233558580632}",25,17,12.779337085540645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.1, 'e': 0.016572675401761255}",25,3,36.81909670019314,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.1, 'e': 0.016407774526292645}",25,1,23.17348523349631,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.1, 'e': 0.01624451444194987}",25,15,20.500063597430486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.016082878822588433}",20,0,15.195243542133344,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
415,False,"{'a': 0.1, 'e': 0.015922851504511698}",20,8,20.537233034894136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.015764416484854486}",20,12,15.066752383768865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.01560755791998283}",25,0,37.819633521322565,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.1, 'e': 0.015452260123909515}",30,16,13.92699888077416,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.015298507566725518}",25,0,37.384145485512114,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.1, 'e': 0.01514628487304698}",30,12,36.09882207645737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.014995576820477703}",25,14,18.605248016734663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.014846368338086832}",20,0,29.256461031437812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.1, 'e': 0.014698644504901784}",20,13,14.942238374959082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.014552390548416123}",30,17,22.005451079695824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.01440759184311235}",20,0,28.855132950681995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.1, 'e': 0.014264233908999256}",25,20,9.610425978520317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.014122302410163962}",20,0,28.932330095169856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.1, 'e': 0.013981783153338296}",30,16,25.274097634210094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.1, 'e': 0.013842662086479501}",25,0,-5.345165564348881,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
430,False,"{'a': 0.1, 'e': 0.013704925297364945}",20,0,31.874649415867257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.1, 'e': 0.013568559012200934}",20,10,17.004967406049538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.1, 'e': 0.013433549594245302}",25,12,22.319970901748036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.013299883542443767}",20,9,10.49921943172896,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.013167547490079751}",25,17,14.952579523201065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.013036528203437736}",30,16,24.445274200087283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.1, 'e': 0.012906812580479862}",20,0,33.58037037483365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.1, 'e': 0.01277838764953576}",35,27,11.142788592928637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.1, 'e': 0.012651240568005305}",35,16,33.8748864173479,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.1, 'e': 0.012525358621074385}",30,22,12.151960500218271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.1, 'e': 0.012400729220443406}",20,10,18.195662353687275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.012277339903068436}",20,8,21.712707161001802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.1, 'e': 0.012155178329914935}",20,0,31.60556008924349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.1, 'e': 0.012034232284723775}",20,11,19.543508684831387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.011914489672789647}",20,8,21.67366811479918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.011795938519751562}",30,23,13.40151668963595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.1, 'e': 0.011678566970395442}",25,15,19.041661171061683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.011562363287468536}",20,13,10.57309646575285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.01144731585050571}",20,0,-14.636099730828317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
449,False,"{'a': 0.1, 'e': 0.011333413154667387}",25,0,-4.861562632315218,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
450,False,"{'a': 0.1, 'e': 0.011220643809589084}",30,3,32.021730681580976,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.011108996538242306}",35,6,51.11377611023115,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.010998460175806881}",20,2,7.875116041173268,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
453,False,"{'a': 0.1, 'e': 0.01088902366855444}",20,14,10.459852273989023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.010780676072743084}",25,20,7.852422956234568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.1, 'e': 0.010673406553522925}",25,5,36.314892308927924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.010567204383852655}",25,5,35.72410273325323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.010462058943426795}",20,12,15.637382924898247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.010357959717613696}",20,13,14.363537100771705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.010254896296404022}",30,7,39.53889374313835,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.010152858373369763}",20,9,21.82032864739675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.010051835744633576}",30,18,17.88028287264413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.00995181830784842}",20,12,13.234163103395709,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.009852796061187257}",30,14,23.19824446461066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.1, 'e': 0.009754759102342903}",20,0,26.417827313275176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.1, 'e': 0.009657697627537777}",25,0,44.05121675346408,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.1, 'e': 0.009561601930543505}",20,0,34.18341120677808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.1, 'e': 0.009466462401710323}",30,13,30.164493723770615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.1, 'e': 0.009372269527006058}",20,12,13.830673413829171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.009279013887064744}",20,13,11.941155841059974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.1, 'e': 0.009186686156244664}",30,20,16.056554326298105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.009095277101695816}",30,15,19.27057836033663,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.1, 'e': 0.00900477758243656}",25,14,-17.75031551750488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
473,False,"{'a': 0.1, 'e': 0.008915178548439553}",20,0,32.23456293376137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.1, 'e': 0.008826471039726723}",20,11,17.983811134695646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.1, 'e': 0.00873864618547329}",25,3,32.02072857108544,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.1, 'e': 0.008651695203120634}",25,0,34.98020965896539,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.1, 'e': 0.00856560939749806}",30,13,31.951071477548762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.1, 'e': 0.00848038015995326}",20,8,23.185842428209277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.1, 'e': 0.00839599896749147}",25,3,36.95055480219017,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.008312457381923119}",25,4,34.445684582811765,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.1, 'e': 0.00822974704902003}",20,0,32.75635540406132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.1, 'e': 0.008147859697679982}",20,9,16.17285164610786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.1, 'e': 0.008066787139099614}",20,0,30.598046688736535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.1, 'e': 0.007986521265955502}",25,13,21.807916309342986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.007907054051593441}",25,7,33.60021974913431,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.1, 'e': 0.007828377549225767}",35,23,1.738996687748451,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.007750483891136692}",20,0,24.32994000643631,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.1, 'e': 0.007673365287895489}",25,12,22.929123266721454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.007597014027577567}",20,3,25.97686992466067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.1, 'e': 0.00752142247499327}",25,0,37.12074751945962,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.1, 'e': 0.007446583070924338}",20,0,26.824828932085744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.1, 'e': 0.007372488331368012}",35,27,12.44503235694114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.007299130846788583}",30,16,28.357575461029054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.0072265032813764625}",20,9,22.709378377944013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.007154598372314579}",25,0,42.55278955641176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.1, 'e': 0.0070834089290521185}",20,14,11.582679043245264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.1, 'e': 0.007012927832585425}",20,11,15.232259024703737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.1, 'e': 0.0069431480347461145}",20,10,18.006749708625435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.1, 'e': 0.006874062557496248}",25,8,30.125180708165814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1, 'e': 0.006805664492230543}",25,0,42.60273992301531,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.1, 'e': 0.006737946999085467}",25,0,39.79505730640177,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.1, 'e': 0.0066709033062552735}",30,17,21.09450500245277,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.1, 'e': 0.006604526709314805}",20,0,31.65725685941057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.1, 'e': 0.006538810570549064}",20,0,29.994010188623403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.1, 'e': 0.006473748318289405}",20,8,23.363199396632872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.1, 'e': 0.006409333446256383}",30,0,21.32475410814392,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
507,False,"{'a': 0.1, 'e': 0.00634555951290911}",25,10,20.640725771934672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.1, 'e': 0.006282420140801118}",20,12,15.252413208176177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.1, 'e': 0.006219909015942573}",25,11,23.781972129601392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.1, 'e': 0.006158019887168897}",25,0,35.97900391305696,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.1, 'e': 0.006096746565515633}",20,0,30.764854353294343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.1, 'e': 0.006036082923599565}",30,12,34.16641995419768,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.1, 'e': 0.005976022895005943}",20,10,15.937793279586206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.1, 'e': 0.005916560473681857}",30,0,49.99932572809468,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.1, 'e': 0.0058576897133356225}",25,0,31.48345156872919,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.1, 'e': 0.005799404726842141}",20,11,16.339856246236153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.005741699685654202}",20,3,36.9587208567331,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.005684568819219595}",30,3,43.863074289623974,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.005628006414404065}",25,10,27.097074622779594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.005572006814919993}",25,16,12.72657128199107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.0055165644207607716}",20,0,30.084964403673148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
522,False,"{'a': 0.1, 'e': 0.005461673687640779}",25,11,24.120504347572336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.00540732912644096}",25,14,20.246643622011806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.1, 'e': 0.005353525302659903}",25,15,17.43666162033092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.005300256835870402}",20,0,30.496342173299404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.1, 'e': 0.005247518399181385}",20,11,15.393658561239837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.1, 'e': 0.005195304718705231}",20,1,28.169058252517633,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.005143610573030379}",25,0,34.07004776657547,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.1, 'e': 0.00509243079269919}",30,19,19.41716627233035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.1, 'e': 0.005041760259690979}",20,1,31.134226421172194,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.1, 'e': 0.004991593906910217}",20,3,28.70233445208577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.1, 'e': 0.004941926717679818}",20,8,26.722802123850162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.1, 'e': 0.004892753725239476}",20,14,9.008536353599007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.1, 'e': 0.004844070012248967}",20,1,30.88114998340455,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.1, 'e': 0.004795870710296421}",30,17,26.702712256593134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.1, 'e': 0.004748150999411473}",20,6,29.963510686967695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.1, 'e': 0.004700906107583276}",20,12,17.091273924093816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.1, 'e': 0.004654131310283272}",25,16,17.204288997984946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.1, 'e': 0.004607821929992752}",20,7,11.122952024083235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.1, 'e': 0.004561973335735096}",20,0,31.762109316595375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.1, 'e': 0.004516580942612666}",30,8,39.09871200275869,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.004471640211348332}",25,0,35.5358986739437,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.1, 'e': 0.004427146647831511}",30,16,-17.454431146166648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.1, 'e': 0.004383095802668776}",20,4,25.49029307296456,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.004339483270738895}",20,12,14.190462751506141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.1, 'e': 0.00429630469075234}",20,12,13.002911599036533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.1, 'e': 0.004253555744815125}",20,16,7.065362853309924,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.004211232157997035}",20,10,19.914909068081414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.0041693296979041115}",25,17,14.225222297482457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1, 'e': 0.004127844174255436}",30,1,50.86727024994075,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.1, 'e': 0.004086771438464067}",25,17,14.923966654916875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.1, 'e': 0.004046107383222199}",20,2,27.719908052020884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.004005847942090417}",25,7,30.634670201492213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
